"nyo","Nyo'","an onomatopoeic word for 'meow', a cat sound. the more common form is 'nya', a less common form is 'nyu'.

'nyo' (にょ) is also acceptable and has been popularised by dejiko-chan (a catgirl, or nekomimi (猫耳) in the anime tv series digi charat. dejiko-chan ends almost all sentences with this suffix (see examples). another feline character in the show, puchiko-chan, ends most of her sentences with the suffix 'nyu'.

is is a misconception that 'nyo' can be defined as 'urine'. the japanese word for urine is 尿 (nyō), the vowel sound being slightly longer. this is a kanji character whereas onomatopoeic words in japanese are usually spelled only in hiragana.

it would be akin to using the english sentence ""we are buying a cat"" but pretending one had said ""urine are buying a cat"", simply because the words use similar pronunciation."
"nza","N.Z.A","n.z.a also know as a nick zamudio answer is as always a stupid answer normaly filled with stupidity, sarcasm and all round idiodcy.

to best combat these answers one must not leave statment or questions open for interpitation by a regular n.z.a operator. being specific is the best way to stop this aswell as answering your own statement with a stupid answer first."
"oah","Oah","oah is an expression commonly used when responding to a comment which results in utter shock or amazement, or if the comment is simply stupid. often used with both a question mark and an exclamation point, oah is said as a mixture of what and oh."
"oay","Okay","okay"
"oba","O.B.A","one being of a bad-ass stance. o.b.a. is slang for ""official bad-ass."" this term can be used to congratulate one for being recognized as an official bad-ass."
"obi","Obi'S","an ancient nigerian word for sex-king or sex-god.obi's are usually very well endowed and always perform well in bed.however,they tend to move on quickly to the next fine girl that they see."
"obm","Obm","obm, aka tha obm, aka tha one blunt mafia:

the most badass group of motherfucking gangsters upper-middle class nassau county, long island has ever seen.

formed out of the ashes of the one blood mafia, the new obm runs shit, son. stay high like it's nobodies business, mofucka.

""stay high"" - darkness himself"
"och","Ochs","ochs is in ocean shitty, nj. all upper, sea isle and ocean city kids go there. we hate mainland. their are more drug dealers then their are black kids and we think we're gang members. we suck at sports since we all white. our parents are millionaire's. we have a surf club and thats the only thing we win. our librarian fucked a horse. on the weekend everyone gets shitty and higher then our parents income but never in oc, bangers always get crashed by the rent-a-cops.

609 - for life"
"oda","Oda","is the greatest [lover] you will ever have. she will ruine all other women for. be careful, cause when you have oda you will never go back. but this will only happen with norwegians oda´s. so if you want to take a leap of faith, go to [norway], find a oda (they are easy to spot, since they are the most [beautiful] women alive), and that will be the end of life as you know it."
"odd","Odds","a very fun and simple game.

what you do is you think of a stupid dare for your friend (or your ""friend"") and try to get them to do it. you do this by making them lose odds.

for example, if i said to my ""friend"", ""hey, odds you go up to that cute girl and lick her face like a dog?"" he would then give a number, let's just say ""1 in 20."" on a count of 3, we would both say a number between 1 and 20 at the same time, and if it's the same number he has to go do it. it is incredibly fun if you have fun people to play it with.

couple of side rules: -you can't ""odds"" yourself (e.g. ""hey odds i go hump the teacher's desk"", no, if you wanna do it yourself just go off and do it) -the person receiving the odds is the one who decides what the odds are, not the odd-giver -if you lose odds and decide not to do it, you shall receive one full-out slap to da face"
"ods","O.D.S","o.d.s.s

orangeville district secondary school some people call it overdose. we call it legendary.

but were all entitled to our own opinions.

located in orangville on.ca this highscool is popular for its ""fight club"" which no longer exsits...

skids chill at the side of the school and they think there cool. but really there just a bunch of confused little gypsy's.

at the front of the school theres the smokers area where children go and smoke occasioannly beig harrassed and ticketed by the police. can't we all just get along ? no fuck that, we definetly can't. fuck the police. (jks) :d

then theres the obvious large amount of drugs in odss explaing its nickname. people go to smoke weed in the gypsy forest after school hours. during lunch hours at ""the box"" and popper alley along with some other places cant be identified past those abbrevations because then they would be booked:d

odss has a population of around 1000 students. most of them are white except for the few black kids so dont say nigger cause you never know... one of us could be standing by a chalk board invisible to your eyes. g is legend at o.d, dda made an epic appearence.

pretty much it though.. we invented the popper bottle cause were straight g's all day every day... and then theres the fact that were to poor to afford glass bongs so we stick metal tubes in plastic bottles.... and sometimes, but rarely we cant afford plastic bottles so we use pop cans.."
